X_Value	FRF Magnitude 1	FRF Magnitude 2	FRF Magnitude 3	FRF Phase 1	FRF Phase 2	FRF Phase 3	Coherence 1	Coherence 2	Coherence 3	Response Function FFT (Mag) 1	Response Function FFT (Mag) 2	Response Function FFT (Mag) 3	Response Function FFT (Phase) 1	Response Function FFT (Phase) 2	Response Function FFT (Phase) 3	Transmissibility Magnitude 1	Transmissibility Magnitude 2	Transmissibility Phase 1	Transmissibility Phase 2	Bode Amplitude Ratio 1	Bode Amplitude Ratio 2	Bode Amplitude Ratio 3	Bode Phase 1	Bode Phase 2	Bode Phase 3	Comment
292.800000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.898291E-5	0.000000	0.000000	2.387145	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN	NaN	NaN	NaN	NaN
292.900000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.288872E-5	0.000000	0.000000	1.381902	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN	NaN	NaN	NaN	NaN
293.000000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3.687983E-5	0.000000	0.000000	0.954370	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN	NaN	NaN	NaN	NaN
293.100000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3.190598E-5	0.000000	0.000000	2.962539	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN	NaN	NaN	NaN	NaN
293.200000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.454780E-5	0.000000	0.000000	-3.106539	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN	NaN	NaN	NaN	NaN
293.300000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.157085E-5	0.000000	0.000000	-2.520575	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN	NaN	NaN	NaN	NaN
293.400000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.596289E-5	0.000000	0.000000	1.044843	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN	NaN	NaN	NaN	NaN
293.500000	0.845620	0.000000	0.000000	2.075725	0.000000	0.000000	1.000000	NaN	NaN	2.115180E-5	0.000000	0.000000	-1.714606	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-1.456496	-Inf	-Inf	118.930302	0.000000	0.000000
293.600000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.645162E-5	0.000000	0.000000	1.988622	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN	NaN	NaN	NaN	NaN
293.700000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	5.242254E-6	0.000000	0.000000	-1.482244	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN	NaN	NaN	NaN	NaN
293.800000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.478639E-5	0.000000	0.000000	-3.112172	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN	NaN	NaN	NaN	NaN
293.900000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.524589E-5	0.000000	0.000000	2.735371	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN	NaN	NaN	NaN	NaN
294.000000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.305150E-5	0.000000	0.000000	1.319337	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN	NaN	NaN	NaN	NaN
294.100000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2.121490E-5	0.000000	0.000000	-2.120411	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN	NaN	NaN	NaN	NaN
294.200000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2.355533E-5	0.000000	0.000000	-2.182201	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN	NaN	NaN	NaN	NaN
294.300000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.090932E-5	0.000000	0.000000	2.402646	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN	NaN	NaN	NaN	NaN
294.400000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.089444E-5	0.000000	0.000000	-2.549041	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN	NaN	NaN	NaN	NaN
294.500000	4.711286	0.000000	0.000000	-1.106617	0.000000	0.000000	1.000000	NaN	NaN	1.649726E-5	0.000000	0.000000	1.389379	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	13.462789	-Inf	-Inf	-63.404464	0.000000	0.000000
294.600000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.766499E-5	0.000000	0.000000	-3.025303	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN	NaN	NaN	NaN	NaN
294.700000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.107027E-5	0.000000	0.000000	2.661058	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN	NaN	NaN	NaN	NaN
294.800000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.187260E-5	0.000000	0.000000	-2.379560	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN	NaN	NaN	NaN	NaN
294.900000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	7.726709E-6	0.000000	0.000000	-1.364491	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN	NaN	NaN	NaN	NaN
295.000000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.203398E-5	0.000000	0.000000	3.091734	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN	NaN	NaN	NaN	NaN
295.100000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.367152E-5	0.000000	0.000000	0.110850	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN	NaN	NaN	NaN	NaN
295.200000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.907901E-5	0.000000	0.000000	0.846120	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN	NaN	NaN	NaN	NaN
295.300000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.525224E-5	0.000000	0.000000	1.326939	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN	NaN	NaN	NaN	NaN
295.400000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	8.754741E-6	0.000000	0.000000	-2.217670	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN	NaN	NaN	NaN	NaN
295.500000	1.091911	0.000000	0.000000	0.808744	0.000000	0.000000	1.000000	NaN	NaN	2.703113E-5	0.000000	0.000000	-2.975304	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.763743	-Inf	-Inf	46.337645	0.000000	0.000000
295.600000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.799820E-5	0.000000	0.000000	-0.988015	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN	NaN	NaN	NaN	NaN
295.700000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2.486699E-6	0.000000	0.000000	2.801756	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN	NaN	NaN	NaN	NaN
295.800000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	9.286178E-6	0.000000	0.000000	2.990957	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN	NaN	NaN	NaN	NaN
295.900000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	4.466391E-6	0.000000	0.000000	-1.229229	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN	NaN	NaN	NaN	NaN
296.000000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2.049837E-5	0.000000	0.000000	-2.247432	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN	NaN	NaN	NaN	NaN
296.100000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.540566E-5	0.000000	0.000000	-1.349428	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN	NaN	NaN	NaN	NaN
296.200000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.207474E-5	0.000000	0.000000	-2.628691	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN	NaN	NaN	NaN	NaN
296.300000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2.343229E-5	0.000000	0.000000	-1.664229	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN	NaN	NaN	NaN	NaN
296.400000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2.079687E-5	0.000000	0.000000	2.768491	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN	NaN	NaN	NaN	NaN
296.500000	7.195849	0.000000	0.000000	0.916828	0.000000	0.000000	1.000000	NaN	NaN	2.607551E-5	0.000000	0.000000	-2.864079	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	17.141641	-Inf	-Inf	52.530371	0.000000	0.000000
296.600000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2.116902E-5	0.000000	0.000000	0.271009	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN	NaN	NaN	NaN	NaN
296.700000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.431669E-5	0.000000	0.000000	1.623470	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN	NaN	NaN	NaN	NaN
296.800000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	4.997015E-6	0.000000	0.000000	-2.430908	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN	NaN	NaN	NaN	NaN
296.900000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.389880E-5	0.000000	0.000000	-0.515872	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN	NaN	NaN	NaN	NaN
297.000000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.555737E-5	0.000000	0.000000	-0.135296	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN	NaN	NaN	NaN	NaN
297.100000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2.160766E-5	0.000000	0.000000	1.309988	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN	NaN	NaN	NaN	NaN
297.200000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.634718E-5	0.000000	0.000000	-0.358847	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN	NaN	NaN	NaN	NaN
297.300000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.985394E-5	0.000000	0.000000	0.843023	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN	NaN	NaN	NaN	NaN
297.400000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.107306E-5	0.000000	0.000000	-0.483703	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN	NaN	NaN	NaN	NaN
297.500000	0.936472	0.000000	0.000000	-3.017339	0.000000	0.000000	1.000000	NaN	NaN	2.294632E-5	0.000000	0.000000	-0.511919	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.570102	-Inf	-Inf	-172.880773	0.000000	0.000000
297.600000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.754582E-5	0.000000	0.000000	2.968508	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN	NaN	NaN	NaN	NaN
297.700000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	7.741051E-6	0.000000	0.000000	-2.977491	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN	NaN	NaN	NaN	NaN
297.800000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.481891E-5	0.000000	0.000000	-2.344841	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN	NaN	NaN	NaN	NaN
297.900000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	7.496340E-6	0.000000	0.000000	1.098871	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN	NaN	NaN	NaN	NaN
298.000000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.815962E-5	0.000000	0.000000	2.655525	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN	NaN	NaN	NaN	NaN
298.100000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.511843E-5	0.000000	0.000000	2.159441	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN	NaN	NaN	NaN	NaN
298.200000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.114828E-5	0.000000	0.000000	2.227884	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN	NaN	NaN	NaN	NaN
298.300000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.482014E-6	0.000000	0.000000	0.317148	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN	NaN	NaN	NaN	NaN
298.400000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	6.568928E-6	0.000000	0.000000	1.027065	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN	NaN	NaN	NaN	NaN
298.500000	6.974373	0.000000	0.000000	-0.805855	0.000000	0.000000	1.000000	NaN	NaN	2.610825E-5	0.000000	0.000000	1.702706	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	16.870103	-Inf	-Inf	-46.172106	0.000000	0.000000
298.600000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	5.419913E-6	0.000000	0.000000	-0.897914	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN	NaN	NaN	NaN	NaN
298.700000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.318633E-5	0.000000	0.000000	-1.679737	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN	NaN	NaN	NaN	NaN
298.800000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	9.605768E-6	0.000000	0.000000	-2.964114	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN	NaN	NaN	NaN	NaN
298.900000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.923310E-5	0.000000	0.000000	-2.485130	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN	NaN	NaN	NaN	NaN
299.000000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.148972E-5	0.000000	0.000000	2.262104	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN	NaN	NaN	NaN	NaN
299.100000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2.193588E-5	0.000000	0.000000	-1.987588	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN	NaN	NaN	NaN	NaN
299.200000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.722327E-5	0.000000	0.000000	-1.751808	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN	NaN	NaN	NaN	NaN
299.300000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	6.116181E-6	0.000000	0.000000	-0.510716	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN	NaN	NaN	NaN	NaN
299.400000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2.038480E-5	0.000000	0.000000	2.936001	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN	NaN	NaN	NaN	NaN
299.500000	0.591513	0.000000	0.000000	1.827447	0.000000	0.000000	1.000000	NaN	NaN	1.434693E-5	0.000000	0.000000	-1.944035	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-4.560710	-Inf	-Inf	104.705014	0.000000	0.000000
299.600000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.488663E-5	0.000000	0.000000	2.074862	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN	NaN	NaN	NaN	NaN
299.700000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.722924E-5	0.000000	0.000000	2.122589	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN	NaN	NaN	NaN	NaN
299.800000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	7.345130E-6	0.000000	0.000000	-1.963157	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN	NaN	NaN	NaN	NaN
299.900000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2.748519E-6	0.000000	0.000000	-2.085131	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN	NaN	NaN	NaN	NaN
300.000000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2.338589E-6	0.000000	0.000000	1.313543	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN	NaN	NaN	NaN	NaN
300.100000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.698538E-5	0.000000	0.000000	0.064816	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN	NaN	NaN	NaN	NaN
300.200000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2.928849E-6	0.000000	0.000000	-0.506533	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN	NaN	NaN	NaN	NaN
300.300000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.107018E-5	0.000000	0.000000	2.584295	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN	NaN	NaN	NaN	NaN
300.400000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	8.255918E-6	0.000000	0.000000	1.683111	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN	NaN	NaN	NaN	NaN
300.500000	4.514521	0.000000	0.000000	1.670982	0.000000	0.000000	1.000000	NaN	NaN	1.743067E-5	0.000000	0.000000	-2.097358	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	13.092234	-Inf	-Inf	95.740215	0.000000	0.000000
300.600000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	6.027145E-6	0.000000	0.000000	0.800204	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN	NaN	NaN	NaN	NaN
300.700000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	6.313140E-6	0.000000	0.000000	0.486860	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN	NaN	NaN	NaN	NaN
300.800000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	4.597435E-6	0.000000	0.000000	-1.580393	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN	NaN	NaN	NaN	NaN
300.900000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	7.024010E-6	0.000000	0.000000	-3.026686	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN	NaN	NaN	NaN	NaN
301.000000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	6.838445E-6	0.000000	0.000000	-2.021103	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN	NaN	NaN	NaN	NaN
301.100000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.335179E-5	0.000000	0.000000	1.897815	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN	NaN	NaN	NaN	NaN
301.200000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	5.554731E-6	0.000000	0.000000	-0.600480	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN	NaN	NaN	NaN	NaN
301.300000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.282846E-5	0.000000	0.000000	-0.931425	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN	NaN	NaN	NaN	NaN
301.400000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	5.072912E-6	0.000000	0.000000	2.060954	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN	NaN	NaN	NaN	NaN
301.500000	0.597200	0.000000	0.000000	-1.487264	0.000000	0.000000	1.000000	NaN	NaN	1.433922E-5	0.000000	0.000000	1.030722	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-4.477609	-Inf	-Inf	-85.213964	0.000000	0.000000
301.600000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.651384E-5	0.000000	0.000000	1.273407	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN	NaN	NaN	NaN	NaN
301.700000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.358187E-5	0.000000	0.000000	1.188385	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN	NaN	NaN	NaN	NaN
301.800000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2.277149E-5	0.000000	0.000000	2.267017	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN	NaN	NaN	NaN	NaN
301.900000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.993532E-5	0.000000	0.000000	0.226209	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN	NaN	NaN	NaN	NaN
302.000000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2.743182E-5	0.000000	0.000000	0.206603	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN	NaN	NaN	NaN	NaN
302.100000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.498493E-5	0.000000	0.000000	3.129588	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN	NaN	NaN	NaN	NaN
302.200000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	4.698052E-6	0.000000	0.000000	-1.743019	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN	NaN	NaN	NaN	NaN
302.300000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.414389E-5	0.000000	0.000000	1.804278	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN	NaN	NaN	NaN	NaN
302.400000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.120294E-5	0.000000	0.000000	-1.945474	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN	NaN	NaN	NaN	NaN
302.500000	6.430988	0.000000	0.000000	0.208277	0.000000	0.000000	1.000000	NaN	NaN	2.557258E-5	0.000000	0.000000	2.729405	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	16.165554	-Inf	-Inf	11.933415	0.000000	0.000000
302.600000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.022201E-5	0.000000	0.000000	-0.315890	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN	NaN	NaN	NaN	NaN
302.700000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.701615E-5	0.000000	0.000000	-3.080443	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN	NaN	NaN	NaN	NaN
302.800000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	8.711304E-6	0.000000	0.000000	0.211704	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN	NaN	NaN	NaN	NaN
302.900000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.975690E-5	0.000000	0.000000	1.374725	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN	NaN	NaN	NaN	NaN
303.000000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.525826E-5	0.000000	0.000000	2.045229	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN	NaN	NaN	NaN	NaN
303.100000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2.623346E-5	0.000000	0.000000	3.103168	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN	NaN	NaN	NaN	NaN
303.200000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.042845E-5	0.000000	0.000000	-3.040287	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN	NaN	NaN	NaN	NaN
303.300000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.654050E-5	0.000000	0.000000	1.838946	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN	NaN	NaN	NaN	NaN
303.400000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	7.137957E-6	0.000000	0.000000	2.592774	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN	NaN	NaN	NaN	NaN
303.500000	1.550076	0.000000	0.000000	0.027815	0.000000	0.000000	1.000000	NaN	NaN	3.684722E-5	0.000000	0.000000	2.552084	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	3.807062	-Inf	-Inf	1.593663	0.000000	0.000000
303.600000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.401979E-5	0.000000	0.000000	-0.347261	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN	NaN	NaN	NaN	NaN
303.700000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.280742E-5	0.000000	0.000000	-0.319143	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN	NaN	NaN	NaN	NaN
303.800000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	6.052976E-6	0.000000	0.000000	-2.353022	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN	NaN	NaN	NaN	NaN
303.900000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3.209840E-6	0.000000	0.000000	1.911071	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN	NaN	NaN	NaN	NaN
304.000000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2.002809E-5	0.000000	0.000000	-1.642656	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN	NaN	NaN	NaN	NaN
304.100000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.081843E-5	0.000000	0.000000	0.078547	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN	NaN	NaN	NaN	NaN
